0.5,0.1,52,272,2000
0.5,0.2,124,516,2000
0.5,0.3,170,692,2000
0.5,0.4,204,864,2000
0.5,0.5,250,1034,2000
0.5,0.6,224,1147,2000
0.5,0.7,148,1066,2000
0.5,0.8,48,1030,2000
0.5,0.9,11,855,2000
0.55,0.1,72,256,2000
0.55,0.2,117,426,2000
0.55,0.3,184,660,2000
0.55,0.4,258,870,2000
0.55,0.5,228,930,2000
0.55,0.6,158,836,2000
0.55,0.7,83,777,2000
0.55,0.8,12,684,2000
0.55,0.9,5,594,2000
0.6,0.1,80,254,2000
0.6,0.2,166,468,2000
0.6,0.3,239,692,2000
0.6,0.4,249,776,2000
0.6,0.5,212,817,2000
0.6,0.6,109,672,2000
0.6,0.7,20,488,2000
0.6,0.8,7,466,2000
0.6,0.9,1,443,2000
0.65,0.1,83,236,2000
0.65,0.2,169,468,2000
0.65,0.3,220,586,2000
0.65,0.4,201,605,2000
0.65,0.5,119,512,2000
0.65,0.6,56,406,2000
0.65,0.7,13,391,2000
0.65,0.8,3,291,2000
0.65,0.9,3,280,2000
0.7,0.1,103,266,2000
0.7,0.2,200,486,2000
0.7,0.3,177,491,2000
0.7,0.4,142,471,2000
0.7,0.5,76,376,2000
0.7,0.6,22,354,2000
0.7,0.7,6,240,2000
0.7,0.8,1,199,2000
0.7,0.9,1,183,2000
0.75,0.1,100,230,2000
0.75,0.2,168,393,2000
0.75,0.3,135,393,2000
0.75,0.4,78,278,2000
0.75,0.5,27,213,2000
0.75,0.6,10,195,2000
0.75,0.7,5,146,2000
0.75,0.8,1,125,2000
0.75,0.9,1,122,2000
0.8,0.1,120,250,2000
0.8,0.2,120,296,2000
0.8,0.3,68,247,2000
0.8,0.4,31,184,2000
0.8,0.5,11,133,2000
0.8,0.6,6,132,2000
0.8,0.7,2,124,2000
0.8,0.8,0,78,2000
0.8,0.9,0,94,2000
0.85,0.1,104,219,2000
0.85,0.2,74,200,2000
0.85,0.3,38,177,2000
0.85,0.4,14,128,2000
0.85,0.5,6,110,2000
0.85,0.6,3,82,2000
0.85,0.7,1,59,2000
0.85,0.8,0,66,2000
0.85,0.9,0,48,2000
0.9,0.1,85,182,2000
0.9,0.2,36,113,2000
0.9,0.3,16,91,2000
0.9,0.4,5,67,2000
0.9,0.5,2,72,2000
0.9,0.6,1,56,2000
0.9,0.7,0,38,2000
0.9,0.8,0,44,2000
0.9,0.9,0,37,2000
